series_id,date,value
T4,2007-09,65353.0
T4,2008-01,63325.0
T4,2008-05,56756.0
T4,2008-09,79533.0
T4,2009-01,63192.0
T4,2009-05,16254.0
T4,2009-09,43384.0
T4,2010-01,63979.0
T4,2010-05,58812.0
T4,2010-09,63616.0
T4,2011-01,63246.0
T4,2011-05,88251.0
T4,2011-09,74078.0
T4,2012-01,70931.0
T4,2012-05,68004.0
T4,2012-09,95829.0
T4,2013-01,80207.0
T4,2013-05,76102.0
T4,2013-09,75129.0
T4,2014-01,104259.0
T5,1985-01,65370.0
T5,1985-05,73043.0
T5,1985-09,71755.0
T5,1986-01,65326.0
T5,1986-05,58205.0
T5,1986-09,73654.0
T5,1987-01,82397.0
T5,1987-05,62134.0
T5,1987-09,53333.0
T5,1988-01,64444.0
T5,1988-05,71101.0
T5,1988-09,64971.0
T5,1989-01,59175.0
T5,1989-05,61131.0
T5,1989-09,68507.0
T5,1990-01,70350.0
T5,1990-05,69699.0
T5,1990-09,63362.0
T5,1991-01,59559.0
T5,1991-05,66405.0
T5,1991-09,60548.0
T5,1992-01,60851.0
T5,1992-05,65889.0
T5,1992-09,68006.0
T5,1993-01,56020.0
T5,1993-05,53723.0
T5,1993-09,58689.0
T5,1994-01,66632.0
T5,1994-05,56234.0
T5,1994-09,62119.0
T5,1995-01,71683.0
T5,1995-05,71146.0
T5,1995-09,58053.0
T5,1996-01,65185.0
T5,1996-05,70918.0
T5,1996-09,70566.0
T5,1997-01,61275.0
T5,1997-05,64149.0
T5,1997-09,68734.0
T5,1998-01,73000.0
T5,1998-05,65108.0
T5,1998-09,72381.0
T5,1999-01,66689.0
T5,1999-05,75902.0
T5,1999-09,92385.0
T5,2000-01,89693.0
T5,2000-05,84569.0
T5,2000-09,78616.0
T5,2001-01,94460.0
T5,2001-05,80330.0
T5,2001-09,62840.0
T5,2002-01,79106.0
T5,2002-05,72236.0
T5,2002-09,72561.0
T5,2003-01,72348.0
T5,2003-05,75651.0
T5,2003-09,73294.0
T5,2004-01,70722.0
T5,2004-05,74421.0
T5,2004-09,86270.0
T5,2005-01,82801.0
T5,2005-05,88634.0
T5,2005-09,86658.0
T5,2006-01,94316.0
T5,2006-05,84341.0
T5,2006-09,82078.0
T5,2007-01,76752.0
T5,2007-05,80985.0
T5,2007-09,80206.0
T5,2008-01,86951.0
T5,2008-05,80365.0
T5,2008-09,95772.0
T5,2009-01,83535.0
T5,2009-05,19229.0
T5,2009-09,65387.0
T5,2010-01,86103.0
T5,2010-05,86579.0
T5,2010-09,99266.0
T5,2011-01,100165.0
T5,2011-05,122930.0
T5,2011-09,114837.0
T5,2012-01,131353.0
T5,2012-05,136027.0
T5,2012-09,143360.0
T5,2013-01,127910.0
T5,2013-05,142113.0
T5,2013-09,139363.0
T5,2014-01,154547.0
T6,1985-01,43990.0
T6,1985-05,41937.0
T6,1985-09,42313.0
T6,1986-01,59666.0
T6,1986-05,48912.0
T6,1986-09,48535.0
T6,1987-01,47383.0
T6,1987-05,69874.0
T6,1987-09,58734.0
T6,1988-01,57696.0
T6,1988-05,56845.0
T6,1988-09,78516.0
T6,1989-01,69841.0
T6,1989-05,62874.0
T6,1989-09,66415.0
T6,1990-01,86460.0
T6,1990-05,70544.0
T6,1990-09,63988.0
T6,1991-01,56704.0
T6,1991-05,78480.0
T6,1991-09,67172.0
T6,1992-01,61469.0
T6,1992-05,63532.0
T6,1992-09,87160.0
T6,1993-01,65748.0
T6,1993-05,62499.0
T6,1993-09,62879.0
T6,1994-01,84500.0
T6,1994-05,69799.0
T6,1994-09,73731.0
T6,1995-01,74337.0
T6,1995-05,96364.0
T6,1995-09,78790.0
T6,1996-01,76726.0
T6,1996-05,80906.0
T6,1996-09,102740.0
T6,1997-01,91893.0
T6,1997-05,85939.0
T6,1997-09,90368.0
T6,1998-01,111377.0
T6,1998-05,91786.0
T6,1998-09,83245.0
T6,1999-01,83998.0
T6,1999-05,101516.0
T6,1999-09,113950.0
T6,2000-01,108426.0
T6,2000-05,99835.0
T6,2000-09,122478.0
T6,2001-01,125873.0
T6,2001-05,100591.0
T6,2001-09,57696.0
T6,2002-01,85412.0
T6,2002-05,98455.0
T6,2002-09,81254.0
T6,2003-01,73937.0
T6,2003-05,99189.0
T6,2003-09,85194.0
T6,2004-01,73867.0
T6,2004-05,75079.0
T6,2004-09,99833.0
T6,2005-01,89740.0
T6,2005-05,88725.0
T6,2005-09,80351.0
T6,2006-01,109122.0
T6,2006-05,94996.0
T6,2006-09,85422.0
T6,2007-01,79205.0
T6,2007-05,100958.0
T6,2007-09,97112.0
T6,2008-01,85785.0
T6,2008-05,82443.0
T6,2008-09,114625.0
T6,2009-01,98689.0
T6,2009-05,18613.0
T6,2009-09,64353.0
T6,2010-01,99663.0
T6,2010-05,103716.0
T6,2010-09,91466.0
T6,2011-01,91010.0
T6,2011-05,125095.0
T6,2011-09,120415.0
T6,2012-01,104971.0
T6,2012-05,103051.0
T6,2012-09,136164.0
T6,2013-01,131208.0
T6,2013-05,113281.0
T6,2013-09,110521.0
T6,2014-01,161485.0
T7,1985-01,17280.0
T7,1985-05,19628.0
T7,1985-09,17701.0
T7,1986-01,25078.0
T7,1986-05,18645.0
T7,1986-09,22052.0
T7,1987-01,20827.0
T7,1987-05,29084.0
T7,1987-09,21113.0
T7,1988-01,28709.0
T7,1988-05,25881.0
T7,1988-09,33500.0
T7,1989-01,26984.0
T7,1989-05,29750.0
T7,1989-09,29945.0
T7,1990-01,37058.0
T7,1990-05,29990.0
T7,1990-09,33395.0
T7,1991-01,22007.0
T7,1991-05,33527.0
T7,1991-09,28174.0
T7,1992-01,27926.0
T7,1992-05,23869.0
T7,1992-09,38587.0
T7,1993-01,30999.0
T7,1993-05,30885.0
T7,1993-09,29124.0
T7,1994-01,45959.0
T7,1994-05,39054.0
T7,1994-09,44110.0
T7,1995-01,33861.0
T7,1995-05,55175.0
T7,1995-09,49387.0
T7,1996-01,50966.0
T7,1996-05,44815.0
T7,1996-09,74538.0
T7,1997-01,59590.0
T7,1997-05,54779.0
T7,1997-09,48976.0
T7,1998-01,73039.0
T7,1998-05,59525.0
T7,1998-09,59677.0
T7,1999-01,49760.0
T7,1999-05,80304.0
T7,1999-09,94108.0
T7,2000-01,78491.0
T7,2000-05,66075.0
T7,2000-09,90231.0
T7,2001-01,95974.0
T7,2001-05,81723.0
T7,2001-09,38373.0
T7,2002-01,49099.0
T7,2002-05,46017.0
T7,2002-09,49601.0
T7,2003-01,39346.0
T7,2003-05,52734.0
T7,2003-09,43530.0
T7,2004-01,43751.0
T7,2004-05,41577.0
T7,2004-09,60434.0
T7,2005-01,48693.0
T7,2005-05,46569.0
T7,2005-09,41096.0
T7,2006-01,57479.0
T7,2006-05,41347.0
T7,2006-09,45910.0
T7,2007-01,37557.0
T7,2007-05,48545.0
T7,2007-09,38431.0
T7,2008-01,43278.0
T7,2008-05,39226.0
T7,2008-09,51719.0
T7,2009-01,38225.0
T7,2009-05,6654.0
T7,2009-09,28464.0
T7,2010-01,43623.0
T7,2010-05,36860.0
T7,2010-09,39977.0
T7,2011-01,39061.0
T7,2011-05,53763.0
T7,2011-09,44596.0
T7,2012-01,51049.0
T7,2012-05,47459.0
T7,2012-09,61521.0
T7,2013-01,48333.0
T7,2013-05,52961.0
T7,2013-09,47506.0
T7,2014-01,65037.0
T8,1985-01,173868.0
T8,1985-05,141618.0
T8,1985-09,166601.0
T8,1986-01,153680.0
T8,1986-05,171839.0
T8,1986-09,148698.0
T8,1987-01,198739.0
T8,1987-05,207943.0
T8,1987-09,237782.0
T8,1988-01,225414.0
T8,1988-05,294437.0
T8,1988-09,275892.0
T8,1989-01,302869.0
T8,1989-05,296841.0
T8,1989-09,335848.0
T8,1990-01,304912.0
T8,1990-05,334947.0
T8,1990-09,280261.0
T8,1991-01,274014.0
T8,1991-05,286967.0
T8,1991-09,333010.0
T8,1992-01,304002.0
T8,1992-05,348311.0
T8,1992-09,346354.0
T8,1993-01,267564.0
T8,1993-05,294658.0
T8,1993-09,340496.0
T8,1994-01,357119.0
T8,1994-05,351502.0
T8,1994-09,313915.0
T8,1995-01,329835.0
T8,1995-05,329147.0
T8,1995-09,295801.0
T8,1996-01,286411.0
T8,1996-05,329535.0
T8,1996-09,369158.0
T8,1997-01,358257.0
T8,1997-05,328781.0
T8,1997-09,359800.0
T8,1998-01,393794.0
T8,1998-05,353591.0
T8,1998-09,354852.0
T8,1999-01,472879.0
T8,1999-05,509961.0
T8,1999-09,576903.0
T8,2000-01,576656.0
T8,2000-05,738727.0
T8,2000-09,866197.0
T8,2001-01,619563.0
T8,2001-05,410356.0
T8,2001-09,299746.0
T8,2002-01,294755.0
T8,2002-05,234112.0
T8,2002-09,258615.0
T8,2003-01,328472.0
T8,2003-05,279380.0
T8,2003-09,272939.0
T8,2004-01,252661.0
T8,2004-05,320867.0
T8,2004-09,327604.0
T8,2005-01,335187.0
T8,2005-05,312304.0
T8,2005-09,365048.0
T8,2006-01,369878.0
T8,2006-05,362075.0
T8,2006-09,333366.0
T8,2007-01,347471.0
T8,2007-05,293626.0
T8,2007-09,332848.0
T8,2008-01,330972.0
T8,2008-05,362200.0
T8,2008-09,369000.0
T8,2009-01,325431.0
T8,2009-05,47552.0
T8,2009-09,232277.0
T8,2010-01,261900.0
T8,2010-05,220047.0
T8,2010-09,256814.0
T8,2011-01,317836.0
T8,2011-05,331553.0
T8,2011-09,316826.0
T8,2012-01,264510.0
T8,2012-05,303540.0
T8,2012-09,325972.0
T8,2013-01,320658.0
T8,2013-05,305105.0
T8,2013-09,336938.0
T8,2014-01,348410.0
T9,1985-01,11607.0
T9,1985-05,10928.0
T9,1985-09,10524.0
T9,1986-01,11669.0
T9,1986-05,10578.0
T9,1986-09,11053.0
T9,1987-01,10556.0
T9,1987-05,12825.0
T9,1987-09,12094.0
T9,1988-01,13370.0
T9,1988-05,14243.0
T9,1988-09,16217.0
T9,1989-01,19720.0
T9,1989-05,21907.0
T9,1989-09,25746.0
T9,1990-01,33989.0
T9,1990-05,47044.0
T9,1990-09,34910.0
T9,1991-01,40857.0
T9,1991-05,44184.0
T9,1991-09,52826.0
T9,1992-01,38785.0
T9,1992-05,49384.0
T9,1992-09,43749.0
T9,1993-01,43319.0
T9,1993-05,40994.0
T9,1993-09,54940.0
T9,1994-01,45339.0
T9,1994-05,53502.0
T9,1994-09,43273.0
T9,1995-01,47376.0
T9,1995-05,52131.0
T9,1995-09,58969.0
T9,1996-01,49746.0
T9,1996-05,55901.0
T9,1996-09,60462.0
T9,1997-01,74333.0
T9,1997-05,65576.0
T9,1997-09,71632.0
T9,1998-01,70851.0
T9,1998-05,97223.0
T9,1998-09,74344.0
T9,1999-01,89735.0
T9,1999-05,91679.0
T9,1999-09,137924.0
T9,2000-01,96838.0
T9,2000-05,127107.0
T9,2000-09,111093.0
T9,2001-01,139669.0
T9,2001-05,102946.0
T9,2001-09,96588.0
T9,2002-01,78578.0
T9,2002-05,40482.0
T9,2002-09,48034.0
T9,2003-01,51186.0
T9,2003-05,58214.0
T9,2003-09,64062.0
T9,2004-01,61905.0
T9,2004-05,81089.0
T9,2004-09,83959.0
T9,2005-01,88809.0
T9,2005-05,82861.0
T9,2005-09,99074.0
T9,2006-01,101895.0
T9,2006-05,100635.0
T9,2006-09,104225.0
T9,2007-01,112241.0
T9,2007-05,108631.0
T9,2007-09,118817.0
T9,2008-01,102126.0
T9,2008-05,112969.0
T9,2008-09,123526.0
T9,2009-01,120795.0
T9,2009-05,27600.0
T9,2009-09,104663.0
T9,2010-01,115118.0
T9,2010-05,112141.0
T9,2010-09,124267.0
T9,2011-01,147036.0
T9,2011-05,155746.0
T9,2011-09,142300.0
T9,2012-01,159844.0
T9,2012-05,171954.0
T9,2012-09,168382.0
T9,2013-01,173639.0
T9,2013-05,160045.0
T9,2013-09,179973.0
T9,2014-01,204957.0
T10,1985-01,20829.0
T10,1985-05,37700.0
T10,1985-09,24114.0
T10,1986-01,29504.0
T10,1986-05,23098.0
T10,1986-09,36532.0
T10,1987-01,26046.0
T10,1987-05,32513.0
T10,1987-09,23333.0
T10,1988-01,47852.0
T10,1988-05,33843.0
T10,1988-09,38837.0
T10,1989-01,32103.0
T10,1989-05,52070.0
T10,1989-09,35930.0
T10,1990-01,38609.0
T10,1990-05,34087.0
T10,1990-09,52436.0
T10,1991-01,36351.0
T10,1991-05,39261.0
T10,1991-09,31162.0
T10,1992-01,59276.0
T10,1992-05,36378.0
T10,1992-09,44080.0
T10,1993-01,34938.0
T10,1993-05,57009.0
T10,1993-09,39968.0
T10,1994-01,51608.0
T10,1994-05,38924.0
T10,1994-09,74060.0
T10,1995-01,53947.0
T10,1995-05,62636.0
T10,1995-09,44251.0
T10,1996-01,77425.0
T10,1996-05,55327.0
T10,1996-09,59360.0
T10,1997-01,49864.0
T10,1997-05,72284.0
T10,1997-09,62078.0
T10,1998-01,65472.0
T10,1998-05,52801.0
T10,1998-09,87074.0
T10,1999-01,73713.0
T10,1999-05,81430.0
T10,1999-09,76591.0
T10,2000-01,109032.0
T10,2000-05,109271.0
T10,2000-09,103294.0
T10,2001-01,82088.0
T10,2001-05,128011.0
T10,2001-09,67477.0
T10,2002-01,68254.0
T10,2002-05,40390.0
T10,2002-09,73708.0
T10,2003-01,50451.0
T10,2003-05,63192.0
T10,2003-09,53083.0
T10,2004-01,81601.0
T10,2004-05,64651.0
T10,2004-09,75252.0
T10,2005-01,59446.0
T10,2005-05,90311.0
T10,2005-09,65127.0
T10,2006-01,63576.0
T10,2006-05,61559.0
T10,2006-09,86060.0
T10,2007-01,66625.0
T10,2007-05,78861.0
T10,2007-09,71793.0
T10,2008-01,93276.0
T10,2008-05,78628.0
T10,2008-09,85907.0
T10,2009-01,68256.0
T10,2009-05,15467.0
T10,2009-09,71250.0
T10,2010-01,79287.0
T10,2010-05,64129.0
T10,2010-09,92507.0
T10,2011-01,83106.0
T10,2011-05,96931.0
T10,2011-09,86979.0
T10,2012-01,104594.0
T10,2012-05,83742.0
T10,2012-09,115734.0
T10,2013-01,99216.0
T10,2013-05,136031.0
T10,2013-09,95582.0
T10,2014-01,123212.0
T11,1985-01,31503.0
T11,1985-05,72803.0
T11,1985-09,41256.0
T11,1986-01,55415.0
T11,1986-05,31490.0
T11,1986-09,63362.0
T11,1987-01,43080.0
T11,1987-05,55053.0
T11,1987-09,36706.0
T11,1988-01,68295.0
T11,1988-05,39398.0
T11,1988-09,61268.0
T11,1989-01,34833.0
T11,1989-05,60780.0
T11,1989-09,37443.0
T11,1990-01,54394.0
T11,1990-05,33214.0
T11,1990-09,47130.0
T11,1991-01,34178.0
T11,1991-05,51091.0
T11,1991-09,37353.0
T11,1992-01,58309.0
T11,1992-05,38847.0
T11,1992-09,66362.0
T11,1993-01,36750.0
T11,1993-05,70481.0
T11,1993-09,45462.0
T11,1994-01,76701.0
T11,1994-05,51863.0
T11,1994-09,86429.0
T11,1995-01,60717.0
T11,1995-05,84220.0
T11,1995-09,55738.0
T11,1996-01,88599.0
T11,1996-05,62067.0
T11,1996-09,83313.0
T11,1997-01,53378.0
T11,1997-05,75070.0
T11,1997-09,60571.0
T11,1998-01,81566.0
T11,1998-05,53558.0
T11,1998-09,71820.0
T11,1999-01,64619.0
T11,1999-05,89517.0
T11,1999-09,79248.0
T11,2000-01,107114.0
T11,2000-05,99542.0
T11,2000-09,109455.0
T11,2001-01,85371.0
T11,2001-05,98663.0
T11,2001-09,71269.0
T11,2002-01,109156.0
T11,2002-05,76224.0
T11,2002-09,88151.0
T11,2003-01,69092.0
T11,2003-05,117222.0
T11,2003-09,69947.0
T11,2004-01,95335.0
T11,2004-05,80550.0
T11,2004-09,124324.0
T11,2005-01,89211.0
T11,2005-05,117085.0
T11,2005-09,107009.0
T11,2006-01,137264.0
T11,2006-05,92300.0
T11,2006-09,114662.0
T11,2007-01,94526.0
T11,2007-05,120025.0
T11,2007-09,87905.0
T11,2008-01,108574.0
T11,2008-05,95460.0
T11,2008-09,134227.0
T11,2009-01,71828.0
T11,2009-05,15060.0
T11,2009-09,75450.0
T11,2010-01,103391.0
T11,2010-05,74919.0
T11,2010-09,118625.0
T11,2011-01,109970.0
T11,2011-05,160406.0
T11,2011-09,122959.0
T11,2012-01,148731.0
T11,2012-05,124408.0
T11,2012-09,177232.0
T11,2013-01,118195.0
T11,2013-05,152562.0
T11,2013-09,127718.0
T11,2014-01,189999.0
T12,1985-01,26003.0
T12,1985-05,42398.0
T12,1985-09,30059.0
T12,1986-01,38237.0
T12,1986-05,26399.0
T12,1986-09,45250.0
T12,1987-01,36265.0
T12,1987-05,48994.0
T12,1987-09,33740.0
T12,1988-01,50721.0
T12,1988-05,37231.0
T12,1988-09,52490.0
T12,1989-01,38792.0
T12,1989-05,54017.0
T12,1989-09,42039.0
T12,1990-01,51107.0
T12,1990-05,36880.0
T12,1990-09,49827.0
T12,1991-01,36758.0
T12,1991-05,52081.0
T12,1991-09,41625.0
T12,1992-01,62715.0
T12,1992-05,42240.0
T12,1992-09,67288.0
T12,1993-01,41697.0
T12,1993-05,68987.0
T12,1993-09,54517.0
T12,1994-01,88301.0
T12,1994-05,59474.0
T12,1994-09,84167.0
T12,1995-01,73468.0
T12,1995-05,102554.0
T12,1995-09,60743.0
T12,1996-01,85820.0
T12,1996-05,57068.0
T12,1996-09,89864.0
T12,1997-01,61741.0
T12,1997-05,83570.0
T12,1997-09,58153.0
T12,1998-01,81577.0
T12,1998-05,53177.0
T12,1998-09,73032.0
T12,1999-01,58882.0
T12,1999-05,80753.0
T12,1999-09,86842.0
T12,2000-01,96191.0
T12,2000-05,64206.0
T12,2000-09,89342.0
T12,2001-01,71222.0
T12,2001-05,106021.0
T12,2001-09,36034.0
T12,2002-01,41339.0
T12,2002-05,32233.0
T12,2002-09,37944.0
T12,2003-01,28761.0
T12,2003-05,47848.0
T12,2003-09,42702.0
T12,2004-01,53465.0
T12,2004-05,42731.0
T12,2004-09,56689.0
T12,2005-01,47772.0
T12,2005-05,61349.0
T12,2005-09,51060.0
T12,2006-01,68593.0
T12,2006-05,61497.0
T12,2006-09,68163.0
T12,2007-01,49663.0
T12,2007-05,62157.0
T12,2007-09,50700.0
T12,2008-01,69566.0
T12,2008-05,57641.0
T12,2008-09,81429.0
T12,2009-01,53581.0
T12,2009-05,8639.0
T12,2009-09,49963.0
T12,2010-01,73215.0
T12,2010-05,61108.0
T12,2010-09,78788.0
T12,2011-01,77397.0
T12,2011-05,99617.0
T12,2011-09,84415.0
T12,2012-01,92747.0
T12,2012-05,90354.0
T12,2012-09,112896.0
T12,2013-01,93684.0
T12,2013-05,102467.0
T12,2013-09,86774.0
T12,2014-01,112607.0
T13,1985-01,48460.0
T13,1985-05,39306.0
T13,1985-09,47206.0
T13,1986-01,41645.0
T13,1986-05,50706.0
T13,1986-09,44251.0
T13,1987-01,64027.0
T13,1987-05,61485.0
T13,1987-09,83767.0
T13,1988-01,67532.0
T13,1988-05,93132.0
T13,1988-09,109764.0
T13,1989-01,158815.0
T13,1989-05,310870.0
T13,1989-09,323541.0
T13,1990-01,300778.0
T13,1990-05,253317.0
T13,1990-09,378557.0
T13,1991-01,251634.0
T13,1991-05,249396.0
T13,1991-09,270300.0
T13,1992-01,378826.0
T13,1992-05,360838.0
T13,1992-09,334677.0
T13,1993-01,292423.0
T13,1993-05,340997.0
T13,1993-09,333135.0
T13,1994-01,331484.0
T13,1994-05,347426.0
T13,1994-09,397194.0
T13,1995-01,462891.0
T13,1995-05,432521.0
T13,1995-09,402826.0
T13,1996-01,447674.0
T13,1996-05,495308.0
T13,1996-09,431502.0
T13,1997-01,396703.0
T13,1997-05,399566.0
T13,1997-09,450028.0
T13,1998-01,419033.0
T13,1998-05,404611.0
T13,1998-09,435341.0
T13,1999-01,489532.0
T13,1999-05,431627.0
T13,1999-09,389380.0
T13,2000-01,416027.0
T13,2000-05,614443.0
T13,2000-09,604127.0
T13,2001-01,479429.0
T13,2001-05,496392.0
T13,2001-09,472617.0
T13,2002-01,471576.0
T13,2002-05,447281.0
T13,2002-09,465263.0
T13,2003-01,486164.0
T13,2003-05,486842.0
T13,2003-09,469236.0
T13,2004-01,502008.0
T13,2004-05,543985.0
T13,2004-09,547798.0
T13,2005-01,534145.0
T13,2005-05,599278.0
T13,2005-09,637665.0
T13,2006-01,614651.0
T13,2006-05,575216.0
T13,2006-09,634829.0
