series_id,date,value
T1,1994-05,3671.805
T1,1994-06,3806.78
T1,1994-07,6995.05
T2,1979-01,65072.37
T2,1979-02,48612.2
T2,1979-03,58452.59
T2,1979-04,57033.97
T2,1979-05,71498.95
T2,1979-06,79187.11
T2,1979-07,101896.1
T2,1979-08,115971.8
T2,1979-09,94962.15
T2,1979-10,80648.33
T2,1979-11,64196.08
T2,1979-12,50364.86
T2,1980-01,57624.06
T2,1980-02,47163.87
T2,1980-03,48874.07
T2,1980-04,62737.61
T2,1980-05,69621.13
T2,1980-06,71454.22
T2,1980-07,107916.8
T2,1980-08,120461.5
T2,1980-09,99441.18
T2,1980-10,84936.54
T2,1980-11,62809.52
T2,1980-12,54028.48
T2,1981-01,58605.91
T2,1981-02,50516.34
T2,1981-03,55711.54
T2,1981-04,55798.41
T2,1981-05,65033.18
T2,1981-06,89421.14
T2,1981-07,119027.9
T2,1981-08,133411.3
T2,1981-09,112890.7
T2,1981-10,96718.14
T2,1981-11,76462.8
T2,1981-12,57951.68
T2,1982-01,62094.69
T2,1982-02,55118.23
T2,1982-03,66128.35
T2,1982-04,71334.26
T2,1982-05,75644.72
T2,1982-06,98380.43
T2,1982-07,127255.0
T2,1982-08,146442.7
T2,1982-09,121934.8
T2,1982-10,88537.55
T2,1982-11,71126.15
T2,1982-12,80209.51
T2,1983-01,72614.41
T2,1983-02,64114.47
T2,1983-03,70382.5
T2,1983-04,77124.54
T2,1983-05,85675.68
T2,1983-06,110282.1
T2,1983-07,135361.3
T2,1983-08,165238.9
T2,1983-09,139575.0
T2,1983-10,113179.8
T2,1983-11,92898.84
T2,1983-12,69113.4
T2,1984-01,74665.16
T2,1984-02,70439.33
T2,1984-03,72906.46
T2,1984-04,79968.96
T2,1984-05,114617.0
T2,1984-06,123295.7
T2,1984-07,158611.7
T2,1984-08,187202.4
T2,1984-09,145933.7
T2,1984-10,142136.0
T2,1984-11,104437.6
T2,1984-12,77719.54
T2,1985-01,87537.67
T2,1985-02,74318.65
T2,1985-03,78690.74
T2,1985-04,93133.8
T2,1985-05,107493.0
T2,1985-06,115749.5
T2,1985-07,170180.0
T2,1985-08,182643.7
T2,1985-09,150198.4
T2,1985-10,144580.1
T2,1985-11,88946.34
T2,1985-12,79351.46
T2,1986-01,93303.12
T2,1986-02,83155.08
T2,1986-03,84729.4
T2,1986-04,118132.7
T2,1986-05,109726.9
T2,1986-06,136382.3
T2,1986-07,184945.2
T2,1986-08,183298.1
T2,1986-09,182025.2
T2,1986-10,154070.1
T2,1986-11,107512.6
T2,1986-12,95252.91
T2,1987-01,100485.8
T2,1987-02,85406.55
T2,1987-03,99865.2
T2,1987-04,104420.0
T2,1987-05,131736.8
T2,1987-06,151818.7
T2,1987-07,204872.0
T2,1987-08,200877.9
T2,1987-09,172959.4
T2,1987-10,143267.2
T2,1987-11,100896.7
T2,1987-12,91154.37
T2,1988-01,100889.3
T2,1988-02,105025.5
T2,1988-03,103881.0
T2,1988-04,117237.1
T2,1988-05,125309.9
T2,1988-06,145201.7
T2,1988-07,175963.3
T2,1988-08,220512.4
T2,1988-09,179558.0
T2,1988-10,145964.9
T2,1988-11,109480.0
T2,1988-12,88714.75
T2,1989-01,104875.7
T2,1989-02,92488.0
T2,1989-03,103057.3
T2,1989-04,105123.7
T2,1989-05,130371.3
T2,1989-06,139400.0
T2,1989-07,162441.1
T2,1989-08,198709.2
T2,1989-09,154935.7
T2,1989-10,151893.3
T2,1989-11,76786.91
T2,1989-12,79548.9
T2,1990-01,109728.2
T2,1990-02,88898.58
T2,1990-03,82404.9
T2,1990-04,101708.7
T2,1990-05,112285.4
T2,1990-06,106262.4
T2,1990-07,155264.0
T2,1990-08,170488.7
T2,1990-09,132573.7
T2,1990-10,132368.2
T2,1990-11,102293.9
T2,1990-12,77060.46
T2,1991-01,105801.7
T2,1991-02,70909.86
T2,1991-03,71229.47
T2,1991-04,99842.44
T2,1991-05,106268.9
T2,1991-06,102494.4
T2,1991-07,163841.8
T2,1991-08,177779.3
T2,1991-09,146222.3
T2,1991-10,143864.2
T2,1991-11,95231.29
T2,1991-12,87472.69
T2,1992-01,98428.95
T2,1992-02,80790.9
T2,1992-03,90682.21
T2,1992-04,97428.01
T2,1992-05,115606.6
T2,1992-06,130511.8
T2,1992-07,175490.2
T2,1992-08,176215.2
T2,1992-09,160025.7
T2,1992-10,150995.5
T2,1992-11,112002.6
T2,1992-12,85668.59
T2,1993-01,107283.1
T2,1993-02,86953.77
T2,1993-03,95141.96
T2,1993-04,104902.6
T2,1993-05,117794.5
T2,1993-06,139187.5
T2,1993-07,183571.9
T2,1993-08,185953.0
T2,1993-09,171384.6
T2,1993-10,169834.5
T2,1993-11,125275.4
T2,1993-12,90986.6
T2,1994-01,100422.4502
T2,1994-02,94333.93611
T2,1994-03,109861.6957
T2,1994-04,116636.7445
T2,1994-05,139426.5233
T2,1994-06,161014.9254
T2,1994-07,199405.116
T3,1985-01,37047.0
T3,1985-02,32836.0
T3,1985-03,51094.0
T3,1985-04,52629.0
T3,1985-05,56884.0
T3,1985-06,52955.0
T3,1985-07,56012.0
T3,1985-08,50462.0
T3,1985-09,53323.0
T3,1985-10,82429.0
T3,1985-11,63110.0
T3,1985-12,49387.0
T3,1986-01,44441.0
T3,1986-02,35413.0
T3,1986-03,51999.0
T3,1986-04,54271.0
T3,1986-05,60262.0
T3,1986-06,59452.0
T3,1986-07,64171.0
T3,1986-08,54254.0
T3,1986-09,58940.0
T3,1986-10,89918.0
T3,1986-11,72555.0
T3,1986-12,58752.0
T3,1987-01,47856.0
T3,1987-02,44790.0
T3,1987-03,57907.0
T3,1987-04,62875.0
T3,1987-05,70300.0
T3,1987-06,69748.0
T3,1987-07,77525.0
T3,1987-08,63080.0
T3,1987-09,64232.0
T3,1987-10,98220.0
T3,1987-11,75148.0
T3,1987-12,61660.0
T3,1988-01,50647.0
T3,1988-02,39450.0
T3,1988-03,61803.0
T3,1988-04,64106.0
T3,1988-05,61257.0
T3,1988-06,64184.0
T3,1988-07,68209.0
T3,1988-08,56163.0
T3,1988-09,58800.0
T3,1988-10,93882.0
T3,1988-11,70703.0
T3,1988-12,60040.0
T3,1989-01,53849.0
T3,1989-02,41919.0
T3,1989-03,59563.0
T3,1989-04,63059.0
T3,1989-05,61974.0
T3,1989-06,49665.0
T3,1989-07,43538.0
T3,1989-08,38435.0
T3,1989-09,43107.0
T3,1989-10,62321.0
T3,1989-11,56141.0
T3,1989-12,50829.0
T3,1990-01,42544.0
T3,1990-02,42302.0
T3,1990-03,51261.0
T3,1990-04,51280.0
T3,1990-05,49238.0
T3,1990-06,49710.0
T3,1990-07,55225.0
T3,1990-08,46573.0
T3,1990-09,47691.0
T3,1990-10,67606.0
T3,1990-11,57955.0
T3,1990-12,50877.0
T3,1991-01,43495.0
T3,1991-02,30509.0
T3,1991-03,45439.0
T3,1991-04,50492.0
T3,1991-05,49561.0
T3,1991-06,53391.0
T3,1991-07,55188.0
T3,1991-08,48622.0
T3,1991-09,52964.0
T3,1991-10,71236.0
T3,1991-11,62555.0
T3,1991-12,56233.0
T3,1992-01,51071.0
T3,1992-02,40195.0
T3,1992-03,56263.0
T3,1992-04,58795.0
T3,1992-05,59050.0
T3,1992-06,59092.0
T3,1992-07,61821.0
T3,1992-08,49444.0
T3,1992-09,54483.0
T3,1992-10,78968.0
T3,1992-11,65684.0
T3,1992-12,59424.0
T3,1993-01,48734.0
T3,1993-02,51548.0
T3,1993-03,65090.0
T3,1993-04,64375.0
T3,1993-05,66516.0
T3,1993-06,61060.0
T3,1993-07,66226.0
T3,1993-08,54776.0
T3,1993-09,60665.0
T3,1993-10,84066.0
T3,1993-11,70214.0
T3,1993-12,62396.0
T3,1994-01,63438.0
T3,1994-02,46261.0
T3,1994-03,72942.0
T3,1994-04,69784.0
T3,1994-05,65471.0
T3,1994-06,65964.0
T3,1994-07,63810.0
T3,1994-08,55093.0
T3,1994-09,59064.0
T3,1994-10,83154.0
T3,1994-11,67528.0
T3,1994-12,63530.0
T3,1995-01,56393.0
T3,1995-02,49912.0
T3,1995-03,70010.0
T3,1995-04,66038.0
T3,1995-05,62639.0
T3,1995-06,62413.0
T3,1995-07,61698.0
T3,1995-08,54603.0
T3,1995-09,59248.0
T3,1995-10,78967.0
T3,1995-11,66298.0
T3,1995-12,60692.0
T3,1996-01,71999.0
T3,1996-02,57392.0
T3,1996-03,78414.0
T3,1996-04,72222.0
T3,1996-05,66030.0
T3,1996-06,65179.0
T3,1996-07,69204.0
T3,1996-08,59921.0
T3,1996-09,62987.0
T3,1996-10,89547.0
T3,1996-11,75328.0
T3,1996-12,64502.0
T3,1997-01,82246.0
T3,1997-02,62445.0
T3,1997-03,89234.0
T3,1997-04,88004.0
T3,1997-05,77768.0
T3,1997-06,72134.0
T3,1997-07,58023.0
T3,1997-08,55868.0
T3,1997-09,59086.0
T3,1997-10,83562.0
T3,1997-11,70929.0
T3,1997-12,61918.0
T3,1998-01,60700.0
T3,1998-02,57556.0
T3,1998-03,69259.0
T3,1998-04,76468.0
T3,1998-05,71353.0
T3,1998-06,67198.0
T3,1998-07,67310.0
T3,1998-08,59948.0
T3,1998-09,57766.0
T3,1998-10,89328.0
T3,1998-11,80095.0
T3,1998-12,71345.0
T3,1999-01,65272.0
T3,1999-02,50325.0
T3,1999-03,80869.0
T3,1999-04,77311.0
T3,1999-05,67898.0
T3,1999-06,69994.0
T3,1999-07,72211.0
T3,1999-08,64821.0
T3,1999-09,62960.0
T3,1999-10,96831.0
T3,1999-11,84010.0
T3,1999-12,66423.0
T3,2000-01,66513.0
T3,2000-02,58611.0
T3,2000-03,84251.0
T3,2000-04,86790.0
T3,2000-05,78407.0
T3,2000-06,85116.0
T3,2000-07,83509.0
T3,2000-08,72482.0
T3,2000-09,71027.0
T3,2000-10,102227.0
T3,2000-11,93525.0
T3,2000-12,83550.0
T3,2001-01,67809.0
T3,2001-02,68639.0
T3,2001-03,91386.0
T3,2001-04,92745.0
T3,2001-05,82683.0
T3,2001-06,87511.0
T3,2001-07,85417.0
T3,2001-08,77333.0
T3,2001-09,58667.0
T3,2001-10,73983.0
T3,2001-11,75409.0
T3,2001-12,74135.0
T3,2002-01,76294.0
T3,2002-02,58438.0
T3,2002-03,93484.0
T3,2002-04,92560.0
T3,2002-05,81826.0
T3,2002-06,85601.0
T3,2002-07,84516.0
T3,2002-08,75714.0
T3,2002-09,72027.0
T3,2002-10,104180.0
T3,2002-11,95803.0
T3,2002-12,80401.0
T3,2003-01,80860.0
T3,2003-02,61444.0
T3,2003-03,70274.0
T3,2003-04,13276.0
T3,2003-05,8766.0
T3,2003-06,20262.0
T3,2003-07,49302.0
T3,2003-08,67804.0
T3,2003-09,71877.0
T3,2003-10,88143.0
T3,2003-11,81385.0
T3,2003-12,70398.0
T3,2004-01,63632.0
T3,2004-02,69411.0
T3,2004-03,86238.0
T3,2004-04,89248.0
T3,2004-05,80577.0
T3,2004-06,93187.0
T3,2004-07,96569.0
T3,2004-08,83880.0
T3,2004-09,83259.0
T3,2004-10,114520.0
T3,2004-11,102524.0
T3,2004-12,88651.0
T3,2005-01,89162.0
T3,2005-02,66728.0
T3,2005-03,104864.0
T3,2005-04,102253.0
T3,2005-05,91564.0
T3,2005-06,99782.0
T3,2005-07,100335.0
T3,2005-08,87455.0
T3,2005-09,87126.0
T3,2005-10,113382.0
T3,2005-11,109339.0
T3,2005-12,91099.0
T3,2006-01,84685.0
T3,2006-02,72779.0
T3,2006-03,106548.0
T3,2006-04,105057.0
T3,2006-05,92703.0
T3,2006-06,102484.0
T3,2006-07,101753.0
T3,2006-08,86872.0
T3,2006-09,87775.0
T3,2006-10,116104.0
T3,2006-11,108333.0
T3,2006-12,93932.0
T4,1985-01,7611.0
T4,1985-02,6859.0
T4,1985-03,9247.0
T4,1985-04,10924.0
T4,1985-05,9064.0
T4,1985-06,7417.0
T4,1985-07,10467.0
T4,1985-08,7921.0
T4,1985-09,8235.0
T4,1985-10,12978.0
T4,1985-11,11397.0
T4,1985-12,11425.0
T4,1986-01,9340.0
T4,1986-02,8487.0
T4,1986-03,11359.0
T4,1986-04,10291.0
T4,1986-05,9239.0
T4,1986-06,8106.0
T4,1986-07,10171.0
T4,1986-08,8871.0
T4,1986-09,8987.0
T4,1986-10,15119.0
T4,1986-11,14205.0
T4,1986-12,13561.0
T4,1987-01,12391.0
T4,1987-02,11800.0
T4,1987-03,13638.0
T4,1987-04,11471.0
T4,1987-05,12288.0
T4,1987-06,10817.0
T4,1987-07,13015.0
T4,1987-08,10553.0
T4,1987-09,10932.0
T4,1987-10,17869.0
T4,1987-11,16805.0
T4,1987-12,14822.0
T4,1988-01,14140.0
T4,1988-02,12626.0
T4,1988-03,16191.0
T4,1988-04,14237.0
T4,1988-05,12823.0
T4,1988-06,10632.0
T4,1988-07,12924.0
T4,1988-08,10015.0
T4,1988-09,10849.0
T4,1988-10,18510.0
T4,1988-11,17769.0
T4,1988-12,15308.0
T4,1989-01,14783.0
T4,1989-02,11863.0
T4,1989-03,17376.0
T4,1989-04,13007.0
T4,1989-05,12380.0
T4,1989-06,9094.0
T4,1989-07,10214.0
T4,1989-08,7818.0
T4,1989-09,8683.0
T4,1989-10,14401.0
T4,1989-11,15375.0
T4,1989-12,15515.0
T4,1990-01,12764.0
T4,1990-02,12913.0
T4,1990-03,15718.0
T4,1990-04,12470.0
T4,1990-05,12089.0
T4,1990-06,10177.0
T4,1990-07,11939.0
T4,1990-08,9677.0
T4,1990-09,9288.0
T4,1990-10,15847.0
T4,1990-11,15766.0
T4,1990-12,17047.0
T4,1991-01,13725.0
T4,1991-02,10226.0
T4,1991-03,13492.0
T4,1991-04,12196.0
T4,1991-05,12027.0
T4,1991-06,11208.0
T4,1991-07,13302.0
T4,1991-08,10554.0
T4,1991-09,10411.0
T4,1991-10,17860.0
T4,1991-11,17660.0
T4,1991-12,19123.0
T4,1992-01,16667.0
T4,1992-02,13534.0
T4,1992-03,16584.0
T4,1992-04,14493.0
T4,1992-05,13732.0
T4,1992-06,11641.0
T4,1992-07,14468.0
T4,1992-08,11760.0
T4,1992-09,11576.0
T4,1992-10,18495.0
T4,1992-11,18417.0
T4,1992-12,18864.0
T4,1993-01,15338.0
T4,1993-02,15066.0
T4,1993-03,16743.0
T4,1993-04,15040.0
T4,1993-05,14920.0
T4,1993-06,12256.0
T4,1993-07,16268.0
T4,1993-08,13082.0
T4,1993-09,12236.0
T4,1993-10,20325.0
T4,1993-11,19836.0
T4,1993-12,18322.0
T4,1994-01,17151.0
T4,1994-02,13018.0
T4,1994-03,18585.0
T4,1994-04,16094.0
T4,1994-05,15018.0
T4,1994-06,12455.0
T4,1994-07,15644.0
T4,1994-08,12648.0
T4,1994-09,11248.0
T4,1994-10,17809.0
T4,1994-11,18251.0
T4,1994-12,17369.0
T4,1995-01,14968.0
T4,1995-02,12571.0
T4,1995-03,16676.0
T4,1995-04,14378.0
T4,1995-05,13986.0
T4,1995-06,12351.0
T4,1995-07,15576.0
T4,1995-08,12986.0
T4,1995-09,10762.0
T4,1995-10,16629.0
T4,1995-11,16383.0
T4,1995-12,17390.0
T4,1996-01,19643.0
T4,1996-02,14097.0
T4,1996-03,21439.0
T4,1996-04,16345.0
T4,1996-05,15189.0
T4,1996-06,12956.0
T4,1996-07,16947.0
T4,1996-08,13236.0
T4,1996-09,10964.0
T4,1996-10,16477.0
T4,1996-11,15731.0
T4,1996-12,12904.0
T4,1997-01,14661.0
T4,1997-02,13794.0
T4,1997-03,20844.0
T4,1997-04,17134.0
T4,1997-05,16427.0
T4,1997-06,14506.0
T4,1997-07,13356.0
T4,1997-08,13690.0
T4,1997-09,12171.0
T4,1997-10,18605.0
T4,1997-11,18411.0
T4,1997-12,18747.0
T4,1998-01,16132.0
T4,1998-02,14573.0
T4,1998-03,19116.0
T4,1998-04,17322.0
T4,1998-05,16402.0
T4,1998-06,13640.0
T4,1998-07,16710.0
T4,1998-08,15751.0
T4,1998-09,12804.0
T4,1998-10,20712.0
T4,1998-11,23253.0
T4,1998-12,21986.0
T4,1999-01,17988.0
T4,1999-02,14599.0
T4,1999-03,22193.0
T4,1999-04,19324.0
T4,1999-05,17435.0
T4,1999-06,14650.0
T4,1999-07,18571.0
T4,1999-08,17641.0
T4,1999-09,13983.0
T4,1999-10,24130.0
T4,1999-11,25334.0
T4,1999-12,20337.0
T4,2000-01,18946.0
T4,2000-02,17229.0
T4,2000-03,23880.0
T4,2000-04,21507.0
T4,2000-05,20808.0
T4,2000-06,16336.0
T4,2000-07,20887.0
T4,2000-08,20106.0
T4,2000-09,16468.0
T4,2000-10,25025.0
T4,2000-11,27221.0
T4,2000-12,24682.0
T4,2001-01,20114.0
T4,2001-02,21251.0
T4,2001-03,26398.0
T4,2001-04,21951.0
T4,2001-05,20521.0
T4,2001-06,16630.0
T4,2001-07,20347.0
T4,2001-08,18710.0
T4,2001-09,14964.0
T4,2001-10,21900.0
T4,2001-11,23807.0
T4,2001-12,23114.0
T4,2002-01,21864.0
T4,2002-02,17663.0
T4,2002-03,25826.0
T4,2002-04,24541.0
T4,2002-05,21020.0
T4,2002-06,17764.0
T4,2002-07,20651.0
T4,2002-08,19040.0
T4,2002-09,17065.0
T4,2002-10,26673.0
T4,2002-11,28147.0
T4,2002-12,24713.0
T4,2003-01,22613.0
T4,2003-02,18756.0
T4,2003-03,21823.0
T4,2003-04,5351.0
T4,2003-05,3958.0
T4,2003-06,6945.0
T4,2003-07,13251.0
T4,2003-08,15081.0
T4,2003-09,15052.0
T4,2003-10,20622.0
T4,2003-11,20671.0
T4,2003-12,22686.0
T4,2004-01,18483.0
T4,2004-02,17834.0
T4,2004-03,22495.0
T4,2004-04,21858.0
T4,2004-05,21350.0
T4,2004-06,20408.0
T4,2004-07,22860.0
T4,2004-08,22023.0
T4,2004-09,18363.0
T4,2004-10,29069.0
T4,2004-11,30067.0
T4,2004-12,29115.0
T4,2005-01,25621.0
T4,2005-02,19333.0
T4,2005-03,29124.0
T4,2005-04,26206.0
T4,2005-05,24662.0
T4,2005-06,20063.0
T4,2005-07,24784.0
T4,2005-08,23189.0
T4,2005-09,20031.0
T4,2005-10,31092.0
T4,2005-11,33325.0
T4,2005-12,31412.0
T4,2006-01,26049.0
T4,2006-02,22309.0
T4,2006-03,31849.0
T4,2006-04,28788.0
T4,2006-05,26268.0
T4,2006-06,21046.0
T4,2006-07,28506.0
T4,2006-08,25586.0
T4,2006-09,21037.0
T4,2006-10,33134.0
T4,2006-11,36748.0
T4,2006-12,34377.0
T5,1985-01,27693.0
T5,1985-02,15075.0
T5,1985-03,22602.0
T5,1985-04,23530.0
T5,1985-05,26817.0
T5,1985-06,22696.0
T5,1985-07,20433.0
T5,1985-08,24152.0
T5,1985-09,27170.0
T5,1985-10,24372.0
T5,1985-11,19000.0
T5,1985-12,21954.0
T5,1986-01,27284.0
T5,1986-02,11806.0
T5,1986-03,19115.0
T5,1986-04,21851.0
T5,1986-05,25528.0
T5,1986-06,26275.0
T5,1986-07,25191.0
T5,1986-08,30191.0
T5,1986-09,27015.0
T5,1986-10,23505.0
T5,1986-11,18847.0
T5,1986-12,19782.0
T5,1987-01,22235.0
T5,1987-02,13104.0
T5,1987-03,17994.0
T5,1987-04,20656.0
T5,1987-05,21262.0
T5,1987-06,22526.0
T5,1987-07,23313.0
T5,1987-08,20602.0
T5,1987-09,27186.0
T5,1987-10,25840.0
T5,1987-11,18243.0
T5,1987-12,20888.0
T5,1988-01,24378.0
T5,1988-02,13723.0
T5,1988-03,21074.0
T5,1988-04,20649.0
T5,1988-05,18615.0
T5,1988-06,21867.0
T5,1988-07,21413.0
T5,1988-08,20292.0
T5,1988-09,26802.0
T5,1988-10,25936.0
T5,1988-11,20987.0
T5,1988-12,23427.0
T5,1989-01,27377.0
T5,1989-02,16511.0
T5,1989-03,25811.0
T5,1989-04,22174.0
T5,1989-05,21233.0
T5,1989-06,19955.0
T5,1989-07,18770.0
T5,1989-08,17074.0
T5,1989-09,23715.0
T5,1989-10,24049.0
T5,1989-11,19224.0
T5,1989-12,23132.0
T5,1990-01,23787.0
T5,1990-02,16323.0
T5,1990-03,20438.0
T5,1990-04,21054.0
T5,1990-05,18377.0
T5,1990-06,21420.0
T5,1990-07,20546.0
T5,1990-08,19087.0
T5,1990-09,26256.0
T5,1990-10,24198.0
T5,1990-11,20004.0
T5,1990-12,23804.0
T5,1991-01,21725.0
T5,1991-02,13691.0
T5,1991-03,20604.0
T5,1991-04,17696.0
T5,1991-05,17021.0
T5,1991-06,19006.0
T5,1991-07,18756.0
T5,1991-08,16521.0
T5,1991-09,23412.0
T5,1991-10,23138.0
T5,1991-11,19898.0
T5,1991-12,23596.0
T5,1992-01,22429.0
T5,1992-02,15023.0
T5,1992-03,18782.0
T5,1992-04,22971.0
T5,1992-05,19245.0
T5,1992-06,19903.0
T5,1992-07,21852.0
T5,1992-08,19391.0
T5,1992-09,30440.0
T5,1992-10,25762.0
T5,1992-11,21876.0
T5,1992-12,23508.0
T5,1993-01,20270.0
T5,1993-02,16919.0
T5,1993-03,20864.0
T5,1993-04,20579.0
T5,1993-05,22562.0
T5,1993-06,22044.0
T5,1993-07,22853.0
T5,1993-08,19182.0
T5,1993-09,28883.0
T5,1993-10,26664.0
T5,1993-11,20034.0
T5,1993-12,23868.0
T5,1994-01,22414.0
T5,1994-02,15128.0
T5,1994-03,23733.0
T5,1994-04,22186.0
T5,1994-05,20691.0
T5,1994-06,21272.0
T5,1994-07,21859.0
T5,1994-08,19026.0
T5,1994-09,27849.0
T5,1994-10,27357.0
T5,1994-11,21328.0
T5,1994-12,24315.0
T5,1995-01,22588.0
T5,1995-02,18379.0
T5,1995-03,24141.0
T5,1995-04,22946.0
T5,1995-05,24317.0
T5,1995-06,25118.0
T5,1995-07,22657.0
T5,1995-08,19490.0
T5,1995-09,24542.0
T5,1995-10,26805.0
T5,1995-11,23198.0
T5,1995-12,25899.0
T5,1996-01,34303.0
T5,1996-02,21708.0
T5,1996-03,36374.0
T5,1996-04,29188.0
T5,1996-05,28504.0
T5,1996-06,32001.0
T5,1996-07,31287.0
T5,1996-08,23858.0
T5,1996-09,29424.0
T5,1996-10,30207.0
T5,1996-11,25165.0
T5,1996-12,23244.0
T5,1997-01,37148.0
T5,1997-02,23512.0
T5,1997-03,33800.0
T5,1997-04,28345.0
T5,1997-05,27874.0
T5,1997-06,24111.0
T5,1997-07,20310.0
T5,1997-08,19903.0
T5,1997-09,22627.0
T5,1997-10,29150.0
T5,1997-11,25443.0
T5,1997-12,24513.0
T5,1998-01,24801.0
T5,1998-02,22665.0
T5,1998-03,24770.0
T5,1998-04,24236.0
T5,1998-05,22833.0
T5,1998-06,25492.0
T5,1998-07,25021.0
T5,1998-08,21794.0
